"Original_country_name_in_FUBC_report","Country","ISO3_code","Region_IFA","Year","FUBC_report_number","Year_FUBC_publication","Crop","Crop_area_k_ha","N_k_t","P2O5_k_t","K2O_k_t","N_P2O5_K2O_k_t","N_rate_kg_ha","P2O5_rate_kg_ha","K2O_rate_kg_ha","N_pc_fert","P2O5_pc_fert","K2O_pc_fert","Aver_N_rate_kg_ha","Aver_P2O5_rate_kg_ha","Aver_K2O_rate_kg_ha","Aver_N_P2O5_K2O_rate_kg_ha"
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Potato",90,10,6,7,23,NA,NA,NA,NA,NA,NA,110,70,80,NA
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Pulses (pea, bean)",58,2,2,2,6,NA,NA,NA,NA,NA,NA,30,40,40,NA
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Rye, oat, rice",395,38,28,14,80,NA,NA,NA,NA,NA,NA,95,70,35,NA
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Set-aside, industrial crops",48,1,0,0,1,NA,NA,NA,NA,NA,NA,20,5,5,NA
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Sugar beet",270,24,16,15,55,NA,NA,NA,NA,NA,NA,90,60,55,NA
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Sunflower, soya, linseed",472,19,24,19,62,NA,NA,NA,NA,NA,NA,40,50,40,NA
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Vegetables",470,52,33,35,120,NA,NA,NA,NA,NA,NA,110,70,75,NA
"Italy","Italy","ITA","Western and Central Europe","1999/2000",5,2002,"Wheat",2300,189,138,81,408,NA,NA,NA,NA,NA,NA,82,60,35,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Apple",48.3,5,4.2,3.1,12.3,NA,NA,NA,NA,NA,NA,104,87,65,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Azuhi bean",46.7,1.4,5.6,3.7,10.7,NA,NA,NA,NA,NA,NA,30,120,80,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Barley",49.3,3.8,3.5,3.2,10.5,NA,NA,NA,NA,NA,NA,77,72,64,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Cereals (other)",41.6,1.4,3,2.9,7.3,NA,NA,NA,NA,NA,NA,34,73,69,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Citrus fruits",64.2,12.3,11,9.4,32.7,NA,NA,NA,NA,NA,NA,191,172,146,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Forestry",10.7,0.6,0.4,0.3,1.3,NA,NA,NA,NA,NA,NA,54,38,31,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Fruits (other)",0.8,0.2,0.1,0.2,0.5,NA,NA,NA,NA,NA,NA,289,144,289,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Grape",22.2,1.6,3.2,1.7,6.5,NA,NA,NA,NA,NA,NA,72,144,75,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Groundnut",11.8,0.5,0.9,1.2,2.6,NA,NA,NA,NA,NA,NA,40,80,100,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Maize",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,200,150,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Onion",26.7,5.8,11.6,5.1,22.5,NA,NA,NA,NA,NA,NA,218,435,192,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Others",18.3,5.7,3.8,3.7,13.2,NA,NA,NA,NA,NA,NA,313,207,202,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Pasture & Fodder",965.2,102.3,102.3,102.3,306.9,NA,NA,NA,NA,NA,NA,106,106,106,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Peach",11.9,1.4,1.4,1.1,3.9,NA,NA,NA,NA,NA,NA,121,117,93,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Potato",99.9,11,17.4,10.9,39.3,NA,NA,NA,NA,NA,NA,110,174,109,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Potato sweet",45.6,2.4,4.5,4.6,11.5,NA,NA,NA,NA,NA,NA,52,98,101,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Pulses (other)",13.3,0.4,1.6,1.1,3.1,NA,NA,NA,NA,NA,NA,30,120,80,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Radish",48.5,5.7,7.5,4.9,18.1,NA,NA,NA,NA,NA,NA,118,155,101,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Rapeseed",0.6,0.1,0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,118,216,107,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Rice",1801,140.5,165.7,129.7,435.9,NA,NA,NA,NA,NA,NA,78,92,72,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Roots & Tubers (other)",20.8,3.7,3.7,3.7,11.1,NA,NA,NA,NA,NA,NA,178,180,177,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Rusk",4.7,2.7,1.4,2.2,6.3,NA,NA,NA,NA,NA,NA,576,302,473,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Soybean",109.1,3.3,10.9,10.9,25.1,NA,NA,NA,NA,NA,NA,30,100,100,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Strawberry",7.7,1.7,1.9,1.6,5.2,NA,NA,NA,NA,NA,NA,223,247,203,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Sugar beet",70.2,12.4,22.7,11.2,46.3,NA,NA,NA,NA,NA,NA,176,324,160,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Sugar cane",22.4,5.1,2,1.4,8.5,NA,NA,NA,NA,NA,NA,226,91,61,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Tea",51.2,33.8,18.4,14.2,66.4,NA,NA,NA,NA,NA,NA,661,360,277,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Tobacco",25.3,7.1,13.4,10.3,30.8,NA,NA,NA,NA,NA,NA,280,531,407,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Tomato",13.6,3.3,4.1,3.1,10.5,NA,NA,NA,NA,NA,NA,243,301,226,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Vegetables (other)",334,78.5,76.5,63.8,218.8,NA,NA,NA,NA,NA,NA,235,229,191,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Wheat",162.2,19,15.1,12,46.1,NA,NA,NA,NA,NA,NA,117,93,74,NA
"Japan","Japan","JPN","East Asia","1998",5,2002,"Yam",8.9,2.4,3.3,2.6,8.3,NA,NA,NA,NA,NA,NA,270,373,292,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Apple",5,0.6,0.2,0.6,1.4,120,40,120,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Banana",2.7,0.7,0.3,0.8,1.8,250,100,300,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Barley",52,0.1,0.2,NA,0.3,18,46,NA,10,10,10,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Citrus fruits",6.3,0.8,0.4,1.3,2.5,120,60,200,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Cucumber",1,0.4,0.3,0.1,0.8,350,250,50,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Garlic",0.8,NA,NA,NA,NA,50,50,50,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Olive",88,4.4,4.4,4.4,13.2,50,50,50,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Onion",3.2,0.2,0.2,0.2,0.6,50,50,50,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Pea",0.1,NA,NA,NA,NA,30,150,75,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Roots & tubers",5,0.8,0.8,0.6,2.2,150,150,125,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Tomato",12,3,3,1.8,7.8,250,250,150,100,100,100,NA,NA,NA,NA
"Jordan","Jordan","JOR","West Asia","1998",5,2002,"Wheat",52,0.7,1.8,NA,2.5,46,115,NA,30,30,30,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Banana",41,0.5,0.5,NA,1,60,40,NA,20,20,20,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Barley",23,0.5,1.5,0.2,2.2,25,80,40,80,80,80,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Citrus fruits",6.6,0.23,0.1,0.1,0.43,60,30,40,60,60,60,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Coffee",159,7.6,2.5,5.7,15.8,60,20,40,80,80,80,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Fruits (other)",130,4.7,2.3,6.2,13.2,60,30,80,60,60,60,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Groundnut",18,0.3,0.2,0,0.5,40,60,NA,40,40,40,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Maize",1500,18,13.5,0,31.5,40,30,NA,30,30,30,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Plantain",86,0.3,0.3,0,0.6,40,30,NA,10,10,10,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Potato",95,5.7,3.4,0,9.1,100,60,NA,60,60,60,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Pulses",700,7,6.3,1.4,14.7,20,30,10,50,50,50,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Rice (irrigated)",13,0.8,0.4,0,1.2,60,30,NA,100,100,100,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Rice (rainfed)",6,0.1,0.1,0,0.2,60,80,NA,30,30,30,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Sisal",21,0.1,2.2,0.2,2.5,10,150,30,30,30,30,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Sorghum",140,3.4,1.3,0,4.7,60,30,NA,40,40,40,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Sugar cane",58,1.7,1.4,1.2,4.3,60,40,40,50,50,50,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Tea",117,5.9,1.2,0.9,8,50,10,10,100,100,100,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Tobacco",8.8,0.2,0.6,0.2,1,30,80,30,80,80,80,NA,NA,NA,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Vegetables",81.9,4.9,6.6,1.6,13.1,NA,NA,NA,NA,NA,NA,60,80,20,NA
"Kenya","Kenya","KEN","Africa","1997",5,2002,"Wheat",135,3.8,8.6,0,12.4,40,80,NA,70,70,70,NA,NA,NA,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Barley",0.9,0.1,0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,120,120,120,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Bean",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,150,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Forage products nes",1.3,0.2,0.4,0.2,0.8,NA,NA,NA,NA,NA,NA,150,300,150,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Leafy Vegetables",0.3,0.1,0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,250,250,250,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Onion",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,150,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Potato",0.8,0.1,0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,150,150,150,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Tomato",0.5,0.2,0.2,0.1,0.5,NA,NA,NA,NA,NA,NA,450,375,300,NA
"Kuwait","Kuwait","KWT","West Asia","1999",5,2002,"Wheat",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,150,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Cassava",5,0,0,0,0,45,0,0,10,10,10,NA,NA,NA,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Coffee",42,1,0.7,0.3,2,45,35,45,50,50,50,NA,NA,NA,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Maize",10,0.2,0.1,0,0.3,50,25,0,40,40,40,NA,NA,NA,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Rice",690,11.4,3.1,0.2,14.7,55,15,5,30,30,30,NA,NA,NA,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Sugar cane",5,0,0,0,0,60,20,0,10,10,10,NA,NA,NA,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Tea",1,0,0,0,0,55,30,0,10,10,10,NA,NA,NA,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Tobacco",8,0.3,0.1,0,0.4,65,25,15,55,55,55,NA,NA,NA,NA
"Laos","Lao People’s Democratic Republic","LAO","East Asia","2001",5,2002,"Vegetables",42,0.5,0.3,0.2,1,65,40,25,20,20,20,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Cereals (incl. pulses)",472.8,0.3,0.1,0.1,0.5,61.2,19.8,26.3,0.9,0.9,0.9,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Flax",2.2,0.1,NA,0.1,0.2,55.3,23.7,27,88.3,88.3,88.3,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Fodder roots",13.1,1.5,0.3,0.8,2.6,124.7,27.6,66.8,91.7,91.7,91.7,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Fruit gardens",12.7,NA,NA,NA,NA,2.7,1.6,2.3,7.8,7.8,7.8,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Grassland & Pasture",571.3,9,1.2,2.2,12.4,30.5,4.2,7.3,51.8,51.8,51.8,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Perennial grass",392.7,2.5,0.2,0.4,3.1,19.9,1.5,3,31.7,31.7,31.7,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Potato",58.8,1.8,1.4,2.4,5.6,41.9,33.6,55.8,72.5,72.5,72.5,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Sugar beet",16.3,2.7,1.3,1.7,5.7,175.7,82,111.9,94.2,94.2,94.2,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Vegetables (covered area)",0.1,NA,NA,0.1,0.1,540.8,177.6,968.5,99.6,99.6,99.6,NA,NA,NA,NA
"Latvia","Latvia","LVA","Eastern Europe and Central Asia","1998",5,2002,"Vegetables (open area)",11.6,0.3,0.1,0.3,0.7,38.7,16.6,33.2,75.8,75.8,75.8,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Apple",11.7,0.61425,0.4095,0.7371,1.76085,75,50,90,70,70,70,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Banana",36.6,4.2,2.60775,2,8.80775,150,75,200,95,95,95,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Barley",11.1,0.444,0.3552,0.2664,1.0656,50,40,40,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Bean",2,0.1875,0.0495,0.135,0.372,125,33,90,75,75,75,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Bean (french)",3.1,0.124,0.16275,0.31,0.59675,50,75,125,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Cabbage",2.7,0.0945,0.0972,0.162,0.3537,50,60,100,70,70,70,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Carrot",1.6,0.048,0.0672,0.096,0.2112,50,70,100,60,60,60,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Citrus fruits",7.5,0.8,0.50625,1.0125,2.31875,120,75,150,90,90,90,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Cucumber",5,1.35,0.675,1.7,3.725,300,150,500,90,90,90,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Eggplant",2.1,0.21,0.168,0.252,0.63,125,100,150,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Grape",26.2,1.179,0.786,1.4148,3.3798,75,50,90,60,60,60,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Groundnut",2.5,0.1,0.05,0.125,0.275,80,40,100,50,50,50,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Lemon",2.9,0.232,0.174,0.2784,0.6844,100,75,120,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Maize",2.1,0.1176,0.0735,0.042,0.2331,80,50,40,70,70,70,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Olive",42.7,1.60125,1.0675,2.135,4.80375,75,50,100,50,50,50,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Onion",3.8,0.456,0.1596,0.2926,0.9082,150,60,110,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Peach",1.5,0.105,0.07875,0.126,0.30975,100,75,120,70,70,70,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Potato",13.7,2.0139,2.0139,1,5.0278,150,150,226,98,98,98,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Squash/Gourd",1.6,0.192,0.112,0.168,0.472,150,100,150,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Sugar beet",4,0.098,0.392,1.764,2.254,25,100,450,98,98,98,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Tobacco",3.1,0.186,0.124,0.248,0.558,75,50,100,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Tomato",8,1.6,1.28,1.5,4.38,250,200,350,80,80,80,NA,NA,NA,NA
"Lebanon","Lebanon","LBN","West Asia","1995",5,2002,"Wheat",23.6,1,1,0.5664,2.5664,90,60,40,80,80,80,NA,NA,NA,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Barley",224,4.928,2.016,2.688,9.632,NA,NA,NA,NA,NA,NA,22,9,12,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Fodder",1122,23.562,6.732,17.952,48.246,NA,NA,NA,NA,NA,NA,21,6,16,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Grassland (fertilized)",814,21.164,8.14,15.466,44.77,NA,NA,NA,NA,NA,NA,26,10,19,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Maize & Grain",59,0.944,0.354,0.59,1.888,NA,NA,NA,NA,NA,NA,16,6,10,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Potato",125,3.375,2,4.875,10.25,NA,NA,NA,NA,NA,NA,27,16,39,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Pulses",37,0,0.444,0.629,1.073,NA,NA,NA,NA,NA,NA,0,12,17,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Rapeseed",12,0.132,0.12,0.216,0.468,NA,NA,NA,NA,NA,NA,11,10,18,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Rye & Oat",214,4.494,2.782,2.14,9.416,NA,NA,NA,NA,NA,NA,21,13,10,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Sugar beet",31,1.767,0.744,1.426,3.937,NA,NA,NA,NA,NA,NA,57,24,46,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Sunflower",6,0.06,0.072,0.144,0.276,NA,NA,NA,NA,NA,NA,10,12,24,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Vegetables",29,2.117,0.638,0.928,3.683,NA,NA,NA,NA,NA,NA,73,22,32,NA
"Lithuania","Lithuania","LTU","Eastern Europe and Central Asia","1996",5,2002,"Wheat",619,14.856,9.285,6.809,30.95,NA,NA,NA,NA,NA,NA,24,15,11,NA
"Madagascar","Madagascar","MDG","Africa","1998",5,2002,"Cotton",33.8,0.7,0.8,0.5,2,21,23,16,100,100,100,NA,NA,NA,NA
"Madagascar","Madagascar","MDG","Africa","1998",5,2002,"Potato",49,0.7,0.7,0.5,1.9,23,22,17,60.2,60.2,60.2,NA,NA,NA,NA
"Madagascar","Madagascar","MDG","Africa","1998",5,2002,"Rice",1203,1,1.1,0.8,2.9,11,12,8,7.9,7.9,7.9,NA,NA,NA,NA
"Madagascar","Madagascar","MDG","Africa","1998",5,2002,"Sugar cane",17,0.6,0.6,0.5,1.7,37,38,28,100,100,100,NA,NA,NA,NA
"Madagascar","Madagascar","MDG","Africa","1998",5,2002,"Tobacco",3.3,NA,NA,NA,NA,32,32,23,30.3,30.3,30.3,NA,NA,NA,NA
"Madagascar","Madagascar","MDG","Africa","1998",5,2002,"Wheat",0.1,NA,NA,NA,NA,80,40,40,100,100,100,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Banana",18,0.1,0.1,0,0.2,40,30,NA,20,20,20,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Cassava",125.8,0.5,0.1,0,0.6,20,20,NA,20,20,20,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Coffee",3.7,0.2,0.1,0,0.3,60,20,10,80,80,80,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Groundnut",100.1,1.6,0.8,0,2.4,40,40,NA,40,40,40,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Maize",1233.5,22.2,5.6,2,29.8,60,15,2,30,30,30,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Potato",101.8,6.1,1.6,0,7.7,100,40,NA,60,60,60,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Rice",40.4,2.4,0.6,0.1,3.1,60,20,3,100,100,100,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Sorghum",83.9,1,0.3,0.1,1.4,40,15,3,30,30,30,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Sugar cane",17.5,0.5,0.4,0.1,1,60,40,15,50,50,50,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Tobacco",114.8,2.8,0.9,1.4,5.1,30,10,15,80,80,80,NA,NA,NA,NA
"Malawi","Malawi","MWI","Africa","1997",5,2002,"Vegetables",29.6,1.8,1.2,0.3,3.3,NA,NA,NA,NA,NA,NA,60,40,10,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Cassava",38,1.6,0.5,0.3,2.4,85,40,45,50,50,50,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Cocoa",126,15.8,4.9,3.8,24.5,125,65,60,70,70,70,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Coconut",180,1.2,0.5,0.5,2.2,45,25,25,15,15,15,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Coffee",16,0.9,0.4,0.5,1.8,95,55,85,60,60,60,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Fruits",92,7.7,3.5,4.7,15.9,105,50,85,80,80,80,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Groundnut",1,0,0,0,0,40,30,20,30,30,30,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Maize",27,1.8,0.9,0.7,3.4,80,45,40,85,85,85,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Oil Palm",2920,277.4,124.8,568.7,970.9,100,45,205,95,95,95,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Pepper",12,1.2,0.5,0.8,2.5,125,55,95,80,80,80,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Rice",692,59.2,24.9,17,101.1,95,40,35,90,90,90,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Rubber",1400,39.2,22.4,9.8,71.4,35,18,10,80,80,80,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Sugar cane",24,2.6,1.3,1.2,5.1,105,65,120,90,90,90,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Tea",3,0.3,0.1,0.2,0.6,105,45,75,80,80,80,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Tobacco",13,0.9,0.4,0.8,2.1,80,40,75,90,90,90,NA,NA,NA,NA
"Malaysia","Malaysia","MYS","East Asia","2001",5,2002,"Vegetables",28,3.2,1,1.5,5.7,125,45,65,90,90,90,NA,NA,NA,NA
"Mauritania","Mauritania","MRT","Africa","1995",5,2002,"Garlic",4.5,0.6,0,0,0.6,250,NA,NA,50,50,50,NA,NA,NA,NA
"Mauritania","Mauritania","MRT","Africa","1995",5,2002,"Onion",0.7,0.1,0.2,0,0.3,150,300,NA,80,80,80,NA,NA,NA,NA
"Mauritania","Mauritania","MRT","Africa","1995",5,2002,"Rice",13.5,3.4,0,0,3.4,250,NA,NA,100,100,100,NA,NA,NA,NA
"Mauritania","Mauritania","MRT","Africa","1995",5,2002,"Tomato",0.9,0.1,0.2,0,0.3,200,250,NA,70,70,70,NA,NA,NA,NA
"Mexico","Mexico","MEX","Latin America","1997",5,2002,"Alfalfa",165,4,7.9,0,11.9,30,60,NA,80,80,80,NA,NA,NA,NA
"Mexico","Mexico","MEX","Latin America","1997",5,2002,"Apples",58.7,3,1.4,1.4,5.8,85,40,40,60,60,60,NA,NA,NA,NA
