"Original_country_name_in_FUBC_report","Original_crop_name_in_FUBC_report","Year","Year_for_FAO_area","FAO_area_ha","IFA_area_ha","FAO_area_used_Yes_No","IFA_N_t","IFA_P2O5_t","IFA_K2O_t","Comment","Survey_respondent"
"Myanmar","Other Crop 1 (Garlic)","2017",2017,27674,27700,"No",386.7463,252.2258,168.1505,NA,"Myanmar Agriculture at a Glance published by Department of Planning of Ministry of Agriculture, Livestock and Irrigation (data provided by Dr. Su Su Win, Department of Agricultural Research (DAR) of Myanmar)"
"Myanmar","Other Crop 2 (Onion)","2017",2017,69779,70267,"No",1308.087,1279.65,853.1,NA,"Myanmar Agriculture at a Glance published by Department of Planning of Ministry of Agriculture, Livestock and Irrigation (data provided by Dr. Su Su Win, Department of Agricultural Research (DAR) of Myanmar)"
"Myanmar","Residual","2017",2017,NA,NA,"No",NA,NA,NA,NA,"Myanmar Agriculture at a Glance published by Department of Planning of Ministry of Agriculture, Livestock and Irrigation (data provided by Dr. Su Su Win, Department of Agricultural Research (DAR) of Myanmar)"
"Netherlands","Wheat","2017/18",2018,111660,128000,"No",20352,256,640,NA,"Fertilizers Europe"
"Netherlands","Grain maize, including corn cob maize","2017/18",2018,13760,19000,"No",665,114,190,NA,"Fertilizers Europe"
"Netherlands","Green maize","2017/18",2018,0,229000,"No",11375,1170,722,"Silage maize + Maize for biogas","Fertilizers Europe"
"Netherlands","Other cereals","2017/18",2018,40960,39000,"No",2184,74,195,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Netherlands","Oilseed rape","2017/18",2018,2020,2000,"No",350,30,46,NA,"Fertilizers Europe"
"Netherlands","Other oil crops","2017/18",2018,1840,1000,"No",40,20,20,"Sunflower, soya, linseed","Fertilizers Europe"
"Netherlands","Sugar beet","2017/18",2018,85200,71000,"No",9230,1775,2840,NA,"Fertilizers Europe"
"Netherlands","Fruits & Treenuts","2017/18",2018,21210,20000,"No",1160,480,1300,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Netherlands","Vegetables","2017/18",2018,86170,38000,"No",5700,1330,3230,NA,"Fertilizers Europe"
"Netherlands","Pulses (peas, beans)","2017/18",2018,2070,2000,"No",58,50,200,NA,"Fertilizers Europe"
"Netherlands","Potato","2017/18",2018,164600,158000,"No",22910,7900,23700,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Netherlands","Total Grassland","2017/18",2018,987000,975000,"No",140400,0,2808,NA,"Fertilizers Europe"
"Netherlands","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe"
"Netherlands","Other crops","2017/18",2018,NA,8000,"No",150,43,217,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"New Zealand","Grassland (Dairy)","2016/17",2017,NA,2101716,"No",230072,112304,63386,NA,"Fertilizer NZ"
"New Zealand","Grassland (Sheep & Beef )","2016/17",2017,NA,7213628,"No",82764,150151,41363,NA,"Fertilizer NZ"
"New Zealand","Grassland (Deer)","2016/17",2017,NA,202587,"No",3318,4902,1571,NA,"Fertilizer NZ"
"New Zealand","Grain and other crops","2016/17",2017,NA,92680,"No",23498,12663,7559,NA,"Fertilizer NZ"
"New Zealand","Grain mixed sheep & Beef","2016/17",2017,NA,54735,"No",9106,4904,2443,NA,"Fertilizer NZ"
"New Zealand","Vegetables (including root & tuber veg)","2016/17",2017,46407,45201,"No",5999,4636,4625,"The FAO area includes Roots and tubers","Fertilizer NZ"
"New Zealand","Fruits & Treenuts","2016/17",2017,71338,71608,"No",2970,3499,4260,NA,"Fertilizer NZ"
"New Zealand","Forestry","2016/17",2017,NA,1671799,"No",887,1334,404,NA,"Fertilizer NZ"
"New Zealand","Amenity Horticulture","2016/17",2017,NA,3501,"No",258,266,264,NA,"Fertilizer NZ"
"New Zealand","Residual","2016/17",2017,NA,198216,"No",1309,1036,402,NA,"Fertilizer NZ"
"Nigeria","RIce","2016/17",2017,5627700,3899000,"No",32674,7563,7563,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Maize","2016/17",2017,6540000,5961000,"No",54731,12691,12691,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Soybean","2016/17",2017,1119660,1120000,"No",13018,3388,3021,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Millet","2016/17",2017,1800069,1800000,"No",20339,4657,4657,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Cassava","2016/17",2017,6429092,8929000,"No",37282,9878,8975,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Yam","2016/17",2017,6446110,6446000,"No",17690,4690,4401,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Cocoyam / Taro","2016/17",2017,776405,1066000,"No",2461,673,641,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Sorghum","2016/17",2017,5820000,5666000,"No",86910,20061,20061,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Cotton","2016/17",2017,380643,556000,"No",7942,1822,1822,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Ginger","2016/17",2017,96059,96000,"No",2082,433,380,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Ground nut","2016/17",2017,3596850,3597000,"No",37850,9203,8903,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Nigeria","Residual","2016/17",2017,20727575,8929000,"Yes",38972,10278,9038,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center"
"Norway","Wheat","2016/17",2017,75755,74000,"No",8880,2516,2590,NA,"Fertilizers Europe"
"Norway","Grain maize, including corn cob maize","2016/17",2017,NA,0,"No",0,0,0,NA,"Fertilizers Europe"
"Norway","Green maize","2016/17",2017,40,0,"No",0,0,0,NA,"Fertilizers Europe"
"Norway","Other cereals","2016/17",2017,210847,210000,"No",21000,6601,6930,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Norway","Oilseed rape","2016/17",2017,2312,2000,"No",200,46,76,NA,"Fertilizers Europe"
"Norway","Other oil crops","2016/17",2017,NA,0,"No",0,0,0,"Sunflower, soya, linseed","Fertilizers Europe"
"Norway","Sugar beet","2016/17",2017,NA,0,"No",0,0,0,NA,"Fertilizers Europe"
"Norway","Fruits & Treenuts","2016/17",2017,4283,0,"No",0,0,0,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Norway","Vegetables","2016/17",2017,7369,8000,"No",960,560,1160,NA,"Fertilizers Europe"
"Norway","Pulses (peas, beans)","2016/17",2017,2618,0,"No",0,0,0,NA,"Fertilizers Europe"
"Norway","Potato","2016/17",2017,11728,12000,"No",1200,876,1536,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Norway","Total Grassland","2016/17",2017,653282,643000,"No",66912,9142,27426,NA,"Fertilizers Europe"
"Norway","Fertilized forests","2016/17",2017,NA,8000,"No",1040,0,0,NA,"Fertilizers Europe"
"Norway","Other crops","2016/17",2017,NA,23000,"No",1000,0,0,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"Pakistan","Wheat","2018/19",2018,8797227,8678000,"No",1338600,605000,5000,NA,"ENGRO"
"Pakistan","Rice","2018/19",2018,2810030,2810000,"No",338750,98150,1400,NA,"ENGRO"
"Pakistan","Grain Maize","2018/19",2018,1373922,893100,"No",198480,50000,2260,NA,"ENGRO"
"Pakistan","Green Maize","2018/19",2018,NA,480900,"No",86600,16000,530,NA,"ENGRO"
"Pakistan","Other cereals","2018/19",2018,754612,802000,"No",96150,21000,500,NA,"ENGRO"
"Pakistan","Rapeseed/Canola","2018/19",2018,223402,223482,"No",15570,6050,250,NA,"ENGRO"
"Pakistan","Cotton","2018/19",2018,2372968,2373000,"No",470590,72300,1450,NA,"ENGRO"
"Pakistan","Soybeans","2018/19",2018,27,300,"No",15,15,2,NA,"ENGRO"
"Pakistan","Other oil crops","2018/19",2018,292500,316518,"No",22480,11000,350,NA,"ENGRO"
"Pakistan","Sugar beet","2018/19",2018,771,5000,"No",900,570,100,NA,"ENGRO"
"Pakistan","Sugar cane","2018/19",2018,1101946,1102000,"No",262730,78000,11000,NA,"ENGRO"
"Pakistan","Potato","2018/19",2018,193992,195537,"No",49820,25900,11500,NA,"ENGRO"
"Pakistan","Fruits and treenuts","2018/19",2018,1020089,1446628,"No",160505,82200,14000,NA,"ENGRO"
"Pakistan","Vegetables6","2018/19",2018,421370,677694,"No",87328,38500,4500,NA,"ENGRO"
"Pakistan","Pulses","2018/19",2018,1346975,1329000,"No",84767,28100,700,NA,"ENGRO"
"Pakistan","Residual","2018/19",2018,234550,1584000,"No",138200,18800,860,"FAO residual: citrus fruits + rest of roots and tubers","ENGRO"
"Paraguay","Wheat","2018",2018,430000,485000,"No",9700,24250,4850,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Rice","2018",2018,142000,185000,"No",7400,9250,1850,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Grain Maize","2018",2018,1070000,925948,"No",32408.18,37037.92,13889.22,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Green Maize (silage, bioenergy)","2018",2018,0,120530,"No",3013.25,3615.9,NA,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Other Cereals","2018",2018,31000,135000,"No",2700,4050,NA,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Soybeans","2018",2018,3510000,3544245,"No",7088.49,141769.8,106327.35,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Oil Palm","2018",2018,16539,NA,"No",NA,0,0,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Rapeseed / Canola","2018",2018,30000,42000,"No",840,1260,1260,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Other Oil Crops","2018",2018,101940,155986.154588282,"No",779.930772941408,3119.72309176563,4679.58463764845,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Cotton","2018",2018,9493,12000,"No",300,360,360,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Sugar Cane","2018",2018,110000,163000,"No",8150,3260,4890,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Coffee","2018",2018,320,NA,"No",NA,0,0,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Roots & Tubers","2018",2018,188344,12450,"No",311.25,249,373.5,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Fruits & Treenuts","2018",2018,82469,68465,"No",1711.625,1369.3,2053.95,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Vegetables","2018",2018,15129,18000,"No",450,360,540,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Pulses","2018",2018,102732,NA,"No",NA,0,0,"Data gathered by Martin Torres Duggan and Fernando Garcia","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Rangeland","2018",2018,17000000,349062,"No",7600,6981.24,10471.86,"Data gathered by Martin Torres Duggan and Fernando Garcia. Rangeland = Natural perennial and annual grasses.","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Paraguay","Cultivated Pastures","2018",2018,NA,323656,"No",8091.4,6473.12,9709.68,"Data gathered by Martin Torres Duggan and Fernando Garcia. Cultivated pastures = Forage crops being planted either annually or perennial.","Sustentap, 2020. Paraguay. Dres. Enrique Hahn and Ramiro Samaniego."
"Peru","Wheat","2018",2018,127306,NA,"No",NA,NA,NA,NA,"Federico Ramirez"
"Peru","Rice","2018",2018,437938,414100,"No",56395.2966801937,28749.0038812031,12033.0661954944,NA,"Federico Ramirez"
"Peru","Maize Grain","2018",2018,462076,276595,"No",37668.8169168273,15362.1458169937,9644.87595559366,NA,"Federico Ramirez"
"Peru","Maize, Green (silage, bioenergy)","2018",2018,47533,NA,"No",0,0,0,NA,"Federico Ramirez"
"Peru","Other Cereals","2018",2018,227866,888415,"No",24198.2262739117,8223.79337780539,7744.7644318306,NA,"Federico Ramirez"
"Peru","Soybeans","2018",2018,832,NA,"No",0,0,0,NA,"Federico Ramirez"
"Peru","Oil Palm","2018",2018,66228,73567,"No",10018.9152158218,3404.93917496333,3206.60437383701,NA,"Federico Ramirez"
"Peru","Other Oil Crops","2018",2018,29587,NA,"No",0,0,0,NA,"Federico Ramirez"
"Peru","Cotton","2018",2018,20775,10000,"No",1089.50102255868,462.835126478357,290.583583566636,NA,"Federico Ramirez"
"Peru","Sugar Cane","2018",2018,84838,90356,"No",12305.369299289,0,0,NA,"Federico Ramirez"
"Peru","Tea","2018",2018,1776,NA,"No",0,0,0,NA,"Federico Ramirez"
"Peru","Coffee","2018",2018,432409,225500,"No",12284.1240293491,8349.54568166956,6552.65980942765,NA,"Federico Ramirez"
"Peru","Cocoa","2018",2018,160419,120000,"No",9805.50920302812,5554.02151774028,3487.00300279964,NA,"Federico Ramirez"
"Peru","Roots & Tubers","2018",2018,481598,479498,"No",52241.3561314842,26631.4220971343,27866.849430607,NA,"Federico Ramirez"
"Peru","Fruits & Treenuts","2018",2018,543115,180500,"No",24581.8668214802,12531.2610494015,13112.5842084445,NA,"Federico Ramirez"
"Peru","Vegetables","2018",2018,233448,120000,"No",19611.0184060562,8331.03227661042,10461.0090083989,NA,"Federico Ramirez"
"Peru","Pulses","2018",2018,209448,NA,"No",NA,NA,NA,NA,"Federico Ramirez"
"Peru","Grassland","2018",2018,18800000,NA,"No",NA,NA,NA,NA,"Federico Ramirez"
"Philippines","Maize Grain","2018",2018,2511436,2511436.27,"No",106518.1843819,28159.8440729427,22963.0552207151,NA,"ATLAS"
"Philippines","Rice","2018",2018,4800406,4800406.09,"No",384032.4872,96008.1218,72006.09135,"IFA estimates for rice","ATLAS revised by IFA"
"Philippines","Other Cereals","2018",2018,102,NA,"No",NA,NA,NA,NA,"ATLAS"
"Philippines","Soybeans","2018",2018,490,NA,"No",NA,NA,NA,NA,"ATLAS"
"Philippines","Oil Palm","2018",2018,62671,62671.39,"No",3715.09814951697,885.537508071864,3395.15150807186,NA,"ATLAS"
"Philippines","Coconut","2018",2018,3628134,3628134.38,"No",7754.39760009686,13.1465425,764.4447925,NA,"ATLAS"
"Philippines","Cotton","2018",2018,638,NA,"No",NA,NA,NA,NA,"ATLAS"
"Philippines","Sugar Cane","2018",2018,437506,437506.16,"No",72682.8859927751,22822.7160617675,22357.0145333816,NA,"ATLAS"
"Philippines","Coffee","2018",2018,113352,113351.88,"No",1184.68084364734,434.131014678322,963.941035647353,NA,"ATLAS"
"Philippines","Cocoa","2018",2018,27133,27133.11,"No",458.921,221.246,607.331,NA,"ATLAS"
"Philippines","Roots & Tubers","2018",2018,342918,299396.33,"No",2500,1000,703,NA,"ATLAS"
"Philippines","Fruits & Treenuts","2018",2018,1774876,817235.01,"No",30857.1032656269,31334.1850622588,23961.9795407696,NA,"ATLAS"
"Philippines","Vegetables","2018",2018,787764,250137.67,"No",12350.7184021313,4309.28155924031,5652.23855232045,NA,"ATLAS"
"Philippines","Pulses","2018",2018,67547,NA,"No",NA,NA,NA,NA,"ATLAS"
"Poland","Wheat","2017/18",2018,2417230,2417230,"No",219967.93,70099.67,99106.43,NA,"Fertilizers Europe"
"Poland","Grain maize, including corn cob maize","2017/18",2018,645410,645400,"No",95519.2,27106.8,56795.2,NA,"Fertilizers Europe"
"Poland","Green maize","2017/18",2018,4813,613583,"No",77601.041,30679.15,42866.81,"Silage maize + Maize for biogas","Fertilizers Europe"
"Poland","Other cereals","2017/18",2018,4743670,4743675,"No",233820.874,71678.692,122990.957,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Poland","Oilseed rape","2017/18",2018,845110,845109,"No",122540.805,36339.687,48171.213,NA,"Fertilizers Europe"
"Poland","Other oil crops","2017/18",2018,46070,45000,"No",1350,900,1575,"Sunflower, soya, linseed","Fertilizers Europe"
"Poland","Sugar beet","2017/18",2018,238920,235848,"No",40094.16,11792.4,16509.36,NA,"Fertilizers Europe"
"Poland","Fruits & Treenuts","2017/18",2018,378460,352567,"No",31731.03,6346.206,15160.381,"Nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Poland","Vegetables","2017/18",2018,191705,158866,"No",15727.734,5083.712,8102.166,NA,"Fertilizers Europe"
"Poland","Pulses (peas, beans)","2017/18",2018,251980,250780,"No",4263.26,6269.5,10783.54,NA,"Fertilizers Europe"
"Poland","Potato","2017/18",2018,290970,290973,"No",17749.353,5819.46,10766.001,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Poland","Total Grassland","2017/18",2018,3150000,3149874,"No",282521.784927259,44732.615946816,96528.2765168135,NA,"Fertilizers Europe"
"Poland","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe"
"Poland","Other crops","2017/18",2018,NA,610727,"No",35629.726,21859.561,30083.455,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"Portugal","Wheat","2017/18",2018,27030,26000,"No",1820,650,260,NA,"Fertilizers Europe"
"Portugal","Grain maize, including corn cob maize","2017/18",2018,83360,90000,"No",18720,4950,5400,NA,"Fertilizers Europe"
"Portugal","Green maize","2017/18",2018,0,70000,"No",4550,1960,1960,"Silage maize (no maize for biogas in Portugal)","Fertilizers Europe"
"Portugal","Other cereals","2017/18",2018,121350,117000,"No",8190,3300,402,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Portugal","Oilseed rape","2017/18",2018,0,5000,"No",250,50,75,NA,"Fertilizers Europe"
"Portugal","Other oil crops","2017/18",2018,370670,11000,"No",0,0,0,"Sunflower, soya, linseed","Fertilizers Europe"
"Portugal","Sugar beet","2017/18",2018,0,0,"No",0,0,0,NA,"Fertilizers Europe"
"Portugal","Fruits & Treenuts","2017/18",2018,424670,377000,"No",15080,9048,8294,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Portugal","Vegetables","2017/18",2018,40170,105000,"No",9450,4725,4725,NA,"Fertilizers Europe"
"Portugal","Pulses (peas, beans)","2017/18",2018,20470,500,"No",2.5,12.5,7.5,NA,"Fertilizers Europe"
"Portugal","Potato","2017/18",2018,20800,21000,"No",2688,1470,1050,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Portugal","Total Grassland","2017/18",2018,1932450,1720000,"No",3600,1600,2400,NA,"Fertilizers Europe"
"Portugal","Fertilized forests","2017/18",2018,NA,80000,"No",1200,800,400,NA,"Fertilizers Europe"
"Portugal","Other crops","2017/18",2018,NA,150000,"No",3648,2310,2340,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"Romania","Wheat","2017/18",2018,2116150,2150000,"No",163400,81700,19350,NA,"Fertilizers Europe"
"Romania","Grain maize, including corn cob maize","2017/18",2018,2443950,2450000,"No",200900,75950,14700,NA,"Fertilizers Europe"
"Romania","Green maize","2017/18",2018,NA,355000,"No",19075,7750,1860,"Silage maize + Maize for biogas","Fertilizers Europe"
"Romania","Other cereals","2017/18",2018,701170,825000,"No",49300,22010,6370,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Romania","Oilseed rape","2017/18",2018,632680,490000,"No",43120,15190,3920,NA,"Fertilizers Europe"
"Romania","Other oil crops","2017/18",2018,1182320,1170000,"No",79560,32760,9360,"Sunflower, soya, linseed","Fertilizers Europe"
"Romania","Sugar beet","2017/18",2018,25720,25000,"No",3625,2075,2500,NA,"Fertilizers Europe"
"Romania","Fruits & Treenuts","2017/18",2018,336000,344000,"No",664,332,332,"nuts, herbs, bushes, vineyards","Fertilizers Europe"
"Romania","Vegetables","2017/18",2018,117250,245000,"No",15925,2940,2205,NA,"Fertilizers Europe"
"Romania","Pulses (peas, beans)","2017/18",2018,134300,40000,"No",5120,920,160,NA,"Fertilizers Europe"
"Romania","Potato","2017/18",2018,173300,190000,"No",28500,25080,22800,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe"
"Romania","Total Grassland","2017/18",2018,5195000,4512000,"No",1240,310,310,NA,"Fertilizers Europe"
"Romania","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe"
"Romania","Other crops","2017/18",2018,NA,140000,"No",1344,465,406,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe"
"Russia","Maize","2018",2018,2375641,NA,"Yes",212314.010247397,56785.3374605659,31764.7282833779,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Fruit Primary","2018",2018,660974,NA,"Yes",2973.59788309964,1749.69550971965,1334.65797199098,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Other cereals","2018",2018,12943492,NA,"Yes",255771.579436961,67464.8995573625,38266.5030628852,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Other Oil Crops","2018",2018,10581645,NA,"Yes",184965.568891448,85513.7162530123,27673.0726849867,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. Includes Rapeseed.","IFA estimates"
"Russia","Rice, paddy","2018",2018,180177,NA,"Yes",19459.7495582267,5725.15816879825,1455.70623544668,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Roots and Tubers, Total","2018",2018,1313495,NA,"Yes",13201.0126313633,10486.2752579182,12837.6962136342,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Soybeans","2018",2018,2740850,NA,"Yes",60428.764813289,24000.9111052078,12657.2175316204,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Sugar beet","2018",2018,1105339,NA,"Yes",141812.649867293,87236.9284055623,82938.7019092611,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Vegetables Primary","2018",2018,559920,NA,"Yes",5849.20089612428,4302.16229031978,4375.55385355347,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Wheat","2018",2018,26472051,NA,"Yes",958809.877338346,240805.792590055,73474.1259828505,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates"
"Russia","Residual","2018",2018,2642116,NA,"Yes",341013.988436452,100529.123401478,51122.036270393,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. The residual area includes Citrus Fruit, Pulses, Tea and Treenuts.","IFA estimates"
"Senegal","Maize","2018/19",2018,250891,251000,"No",6538,2575,2575,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Peanut","2018/19",2018,1134330,1502000,"No",2171,7237,3618,"FAO area for groundnuts with shell","AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Niebe","2018/19",2018,257291,257000,"No",372,1239,620,"FAO area for total pulses","AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Sesame","2018/19",2018,31413,34000,"No",49,163,81,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Millet","2018/19",2018,930122,930000,"No",15850,787,787,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Sorghum","2018/19",2018,247678,248000,"No",4220,209,209,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Fonio","2018/19",2018,4816,5000,"No",82,4,4,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Horticulture","2018/19",2018,107613,60000,"No",4633,731,1879,"FAO area for fruits","AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Tomato - Industrial","2018/19",2018,6584,3000,"No",270,690,900,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Rice (total)","2018/19",2018,323635,324000,"No",18604,6017.8,2537,"Nutrient quantities applied to irrigated ricewere estimated based on average application rates provided by CGIAR (Africa Rice).","AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Cotton","2018/19",2018,21736,22000,"No",812,1001,609,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Roots and Tubers, Total","2018/19",2018,93579,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Oil palm fruit","2018/19",2018,12346,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Other cereals","2018/19",2018,608090,NA,"No",NA,NA,NA,"FAO area for cerals subtracting sesame, millet, sorghum, fonio, maize, rice","AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Other Oil Crops","2018/19",2018,1178236,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Sugar cane","2018/19",2018,9512,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Vegetables","2018/19",2018,79005,NA,"No",NA,NA,NA,"FAO area includes tomatoes","AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Treenuts, Total","2018/19",2018,21028,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Senegal","Citrus Fruit, Total","2018/19",2018,6156,NA,"No",NA,NA,NA,NA,"AfricaFertilizer.Org initiative within the International Fertilizer Development Center; CGIAR"
"Slovakia","Wheat","2017/18",2018,403370,417710,"No",51378.33,8354.2,5430.23,NA,"Fertilizers Europe"
"Slovakia","Grain maize, including corn cob maize","2017/18",2018,179030,183540,"No",20556.48,5506.2,2386.02,NA,"Fertilizers Europe"
"Slovakia","Green maize","2017/18",2018,NA,88050,"No",8805,2201.25,704.4,"Silage maize + Maize for biogas","Fertilizers Europe"
"Slovakia","Other cereals","2017/18",2018,160740,156000,"No",11122.6,3476.3,1808.65,"Barley, rye, triticale, oats, rice","Fertilizers Europe"
"Slovakia","Oilseed rape","2017/18",2018,154180,124490,"No",17677.58,3485.72,1742.86,NA,"Fertilizers Europe"
